"Activity" "Subject" "Measurement" "Average"
"WalkingDownstairs" 27 "TimeBodyGyroMagMean" -0.164783206536364
"WalkingDownstairs" 28 "TimeBodyGyroMagMean" -0.068246324026087
"WalkingDownstairs" 29 "TimeBodyGyroMagMean" -0.122968108816667
"WalkingDownstairs" 30 "TimeBodyGyroMagMean" -0.095537320533871
"Sitting" 1 "TimeBodyGyroMagMean" -0.93089249
"Sitting" 2 "TimeBodyGyroMagMean" -0.946035087173913
"Sitting" 3 "TimeBodyGyroMagMean" -0.919354372307692
"Sitting" 4 "TimeBodyGyroMagMean" -0.9260633138
"Sitting" 5 "TimeBodyGyroMagMean" -0.934301646590909
"Sitting" 6 "TimeBodyGyroMagMean" -0.932703812181818
"Sitting" 7 "TimeBodyGyroMagMean" -0.897870535
"Sitting" 8 "TimeBodyGyroMagMean" -0.93268224326087
"Sitting" 9 "TimeBodyGyroMagMean" -0.9032355368
"Sitting" 10 "TimeBodyGyroMagMean" -0.944202043703704
"Sitting" 11 "TimeBodyGyroMagMean" -0.951884472075472
"Sitting" 12 "TimeBodyGyroMagMean" -0.941907240784314
"Sitting" 13 "TimeBodyGyroMagMean" -0.951142644081633
"Sitting" 14 "TimeBodyGyroMagMean" -0.942756369259259
"Sitting" 15 "TimeBodyGyroMagMean" -0.957331628305085
"Sitting" 16 "TimeBodyGyroMagMean" -0.946417382463768
"Sitting" 17 "TimeBodyGyroMagMean" -0.967177744375
"Sitting" 18 "TimeBodyGyroMagMean" -0.977634992105263
"Sitting" 19 "TimeBodyGyroMagMean" -0.942229043835616
"Sitting" 20 "TimeBodyGyroMagMean" -0.939574435606061
"Sitting" 21 "TimeBodyGyroMagMean" -0.964971113764706
"Sitting" 22 "TimeBodyGyroMagMean" -0.942077432741935
"Sitting" 23 "TimeBodyGyroMagMean" -0.936593426911765
"Sitting" 24 "TimeBodyGyroMagMean" -0.964633252352941
"Sitting" 25 "TimeBodyGyroMagMean" -0.966568718615385
"Sitting" 26 "TimeBodyGyroMagMean" -0.954052945897436
"Sitting" 27 "TimeBodyGyroMagMean" -0.963565474
"Sitting" 28 "TimeBodyGyroMagMean" -0.955175567083333
"Sitting" 29 "TimeBodyGyroMagMean" -0.962377332166667
"Sitting" 30 "TimeBodyGyroMagMean" -0.955847323870968
"Standing" 1 "TimeBodyGyroMagMean" -0.976493792830189
"Standing" 2 "TimeBodyGyroMagMean" -0.963466341851852
"Standing" 3 "TimeBodyGyroMagMean" -0.892089349344262
"Standing" 4 "TimeBodyGyroMagMean" -0.900982100535714
"Standing" 5 "TimeBodyGyroMagMean" -0.900671630714286
"Standing" 6 "TimeBodyGyroMagMean" -0.939404744385965
"Standing" 7 "TimeBodyGyroMagMean" -0.943425564528302
"Standing" 8 "TimeBodyGyroMagMean" -0.952848496851852
"Standing" 9 "TimeBodyGyroMagMean" -0.921030223111111
"Standing" 10 "TimeBodyGyroMagMean" -0.929787259772727
"Standing" 11 "TimeBodyGyroMagMean" -0.979978011489362
"Standing" 12 "TimeBodyGyroMagMean" -0.888101372786885
"Standing" 13 "TimeBodyGyroMagMean" -0.95782537245614
"Standing" 14 "TimeBodyGyroMagMean" -0.943530016833333
"Standing" 15 "TimeBodyGyroMagMean" -0.946961381132076
"Standing" 16 "TimeBodyGyroMagMean" -0.972528178205128
"Standing" 17 "TimeBodyGyroMagMean" -0.978184576538462
"Standing" 18 "TimeBodyGyroMagMean" -0.963006793150685
"Standing" 19 "TimeBodyGyroMagMean" -0.94174504109589
"Standing" 20 "TimeBodyGyroMagMean" -0.883675028630137
"Standing" 21 "TimeBodyGyroMagMean" -0.949837151797753
"Standing" 22 "TimeBodyGyroMagMean" -0.931624303968254
"Standing" 23 "TimeBodyGyroMagMean" -0.938430293382353
"Standing" 24 "TimeBodyGyroMagMean" -0.954518594057971
"Standing" 25 "TimeBodyGyroMagMean" -0.967077442837838
"Standing" 26 "TimeBodyGyroMagMean" -0.968673955540541
"Standing" 27 "TimeBodyGyroMagMean" -0.968702956625
"Standing" 28 "TimeBodyGyroMagMean" -0.894242469620253
"Standing" 29 "TimeBodyGyroMagMean" -0.980657340461539
"Standing" 30 "TimeBodyGyroMagMean" -0.913890564915254
"Laying" 1 "TimeBodyGyroMagMean" -0.874759548
"Laying" 2 "TimeBodyGyroMagMean" -0.950011569583333
"Laying" 3 "TimeBodyGyroMagMean" -0.951564751451613
"Laying" 4 "TimeBodyGyroMagMean" -0.930236462592593
"Laying" 5 "TimeBodyGyroMagMean" -0.946938300576923
"Laying" 6 "TimeBodyGyroMagMean" -0.908980174736842
"Laying" 7 "TimeBodyGyroMagMean" -0.915793634807692
"Laying" 8 "TimeBodyGyroMagMean" -0.924253348518518
"Laying" 9 "TimeBodyGyroMagMean" -0.9071250998
"Laying" 10 "TimeBodyGyroMagMean" -0.937590998793103
"Laying" 11 "TimeBodyGyroMagMean" -0.952523752105263
"Laying" 12 "TimeBodyGyroMagMean" -0.9308405935
"Laying" 13 "TimeBodyGyroMagMean" -0.944303111935484
"Laying" 14 "TimeBodyGyroMagMean" -0.904665418431373
"Laying" 15 "TimeBodyGyroMagMean" -0.944605127222222
"Laying" 16 "TimeBodyGyroMagMean" -0.951777099571429
"Laying" 17 "TimeBodyGyroMagMean" -0.960733121690141
"Laying" 18 "TimeBodyGyroMagMean" -0.980740846769231
"Laying" 19 "TimeBodyGyroMagMean" -0.953263432771084
"Laying" 20 "TimeBodyGyroMagMean" -0.9604473725
"Laying" 21 "TimeBodyGyroMagMean" -0.949278890222222
"Laying" 22 "TimeBodyGyroMagMean" -0.926616373333333
"Laying" 23 "TimeBodyGyroMagMean" -0.949418000972222
"Laying" 24 "TimeBodyGyroMagMean" -0.953791512638889
"Laying" 25 "TimeBodyGyroMagMean" -0.809688545342466
"Laying" 26 "TimeBodyGyroMagMean" -0.951863594736842
"Laying" 27 "TimeBodyGyroMagMean" -0.966917594459459
"Laying" 28 "TimeBodyGyroMagMean" -0.93710692125
"Laying" 29 "TimeBodyGyroMagMean" -0.971923623043478
"Laying" 30 "TimeBodyGyroMagMean" -0.962284921142857
"Walking" 1 "TimeBodyGyroMagStd" -0.186978364526316
"Walking" 2 "TimeBodyGyroMagStd" -0.553019916271186
"Walking" 3 "TimeBodyGyroMagStd" -0.561510683275862
"Walking" 4 "TimeBodyGyroMagStd" -0.553116111166667
"Walking" 5 "TimeBodyGyroMagStd" -0.492176823571429
"Walking" 6 "TimeBodyGyroMagStd" -0.36560291677193
"Walking" 7 "TimeBodyGyroMagStd" -0.19828316695614
"Walking" 8 "TimeBodyGyroMagStd" -0.238746703958333
"Walking" 9 "TimeBodyGyroMagStd" -0.489725811538462
"Walking" 10 "TimeBodyGyroMagStd" -0.402025135660377
"Walking" 11 "TimeBodyGyroMagStd" -0.558362783220339
"Walking" 12 "TimeBodyGyroMagStd" -0.4132083408
"Walking" 13 "TimeBodyGyroMagStd" -0.253240071964912
"Walking" 14 "TimeBodyGyroMagStd" -0.201401930542373
"Walking" 15 "TimeBodyGyroMagStd" -0.425798469148148
"Walking" 16 "TimeBodyGyroMagStd" -0.665078404313725
"Walking" 17 "TimeBodyGyroMagStd" -0.522494763606557
"Walking" 18 "TimeBodyGyroMagStd" -0.60851009125
"Walking" 19 "TimeBodyGyroMagStd" -0.0218463165461538
"Walking" 20 "TimeBodyGyroMagStd" -0.0367853189588235
"Walking" 21 "TimeBodyGyroMagStd" -0.408304434423077
"Walking" 22 "TimeBodyGyroMagStd" -0.390775683913043
"Walking" 23 "TimeBodyGyroMagStd" 0.163346451623729
"Walking" 24 "TimeBodyGyroMagStd" -0.563863212586207
"Walking" 25 "TimeBodyGyroMagStd" -0.489809386081081
"Walking" 26 "TimeBodyGyroMagStd" -0.538329286101695
"Walking" 27 "TimeBodyGyroMagStd" -0.482452355789474
"Walking" 28 "TimeBodyGyroMagStd" -0.460511661296296
"Walking" 29 "TimeBodyGyroMagStd" -0.358814096603774
"Walking" 30 "TimeBodyGyroMagStd" -0.266845731292308
"WalkingUpstairs" 1 "TimeBodyGyroMagStd" -0.14861931805283
"WalkingUpstairs" 2 "TimeBodyGyroMagStd" -0.377532167604167
"WalkingUpstairs" 3 "TimeBodyGyroMagStd" -0.408886653186441
"WalkingUpstairs" 4 "TimeBodyGyroMagStd" -0.510974134423077
"WalkingUpstairs" 5 "TimeBodyGyroMagStd" -0.354687870212766
"WalkingUpstairs" 6 "TimeBodyGyroMagStd" -0.199893710196078
"WalkingUpstairs" 7 "TimeBodyGyroMagStd" -0.418144852156863
"WalkingUpstairs" 8 "TimeBodyGyroMagStd" -0.109327923829268
"WalkingUpstairs" 9 "TimeBodyGyroMagStd" -0.425839761428571
"WalkingUpstairs" 10 "TimeBodyGyroMagStd" -0.113062673542979
"WalkingUpstairs" 11 "TimeBodyGyroMagStd" -0.377909862407407
"WalkingUpstairs" 12 "TimeBodyGyroMagStd" -0.525686949063462
"WalkingUpstairs" 13 "TimeBodyGyroMagStd" -0.415658606181818
"WalkingUpstairs" 14 "TimeBodyGyroMagStd" 0.299975979851852
"WalkingUpstairs" 15 "TimeBodyGyroMagStd" -0.288429008639583
"WalkingUpstairs" 16 "TimeBodyGyroMagStd" -0.518189646470588
"WalkingUpstairs" 17 "TimeBodyGyroMagStd" -0.440837260125
"WalkingUpstairs" 18 "TimeBodyGyroMagStd" -0.528058134137931
"WalkingUpstairs" 19 "TimeBodyGyroMagStd" -0.26440144275
"WalkingUpstairs" 20 "TimeBodyGyroMagStd" -0.253929985803922
"WalkingUpstairs" 21 "TimeBodyGyroMagStd" -0.420236002514894
"WalkingUpstairs" 22 "TimeBodyGyroMagStd" -0.2025581772
"WalkingUpstairs" 23 "TimeBodyGyroMagStd" -0.366732989313725
"WalkingUpstairs" 24 "TimeBodyGyroMagStd" -0.503929060169492
"WalkingUpstairs" 25 "TimeBodyGyroMagStd" -0.387754116158462
"WalkingUpstairs" 26 "TimeBodyGyroMagStd" -0.514032410181818
"WalkingUpstairs" 27 "TimeBodyGyroMagStd" -0.501775426447059
"WalkingUpstairs" 28 "TimeBodyGyroMagStd" -0.476923344705882
"WalkingUpstairs" 29 "TimeBodyGyroMagStd" -0.0800476153673469
"WalkingUpstairs" 30 "TimeBodyGyroMagStd" -0.169293534323077
"WalkingDownstairs" 1 "TimeBodyGyroMagStd" -0.225724368061224
"WalkingDownstairs" 2 "TimeBodyGyroMagStd" -0.274844110531915
"WalkingDownstairs" 3 "TimeBodyGyroMagStd" -0.245794699346939
"WalkingDownstairs" 4 "TimeBodyGyroMagStd" -0.3805726254
"WalkingDownstairs" 5 "TimeBodyGyroMagStd" -0.360678305253192
"WalkingDownstairs" 6 "TimeBodyGyroMagStd" -0.0426276750979167
"WalkingDownstairs" 7 "TimeBodyGyroMagStd" -0.259751603446809
"WalkingDownstairs" 8 "TimeBodyGyroMagStd" -0.0466291872078947
"WalkingDownstairs" 9 "TimeBodyGyroMagStd" -0.322331464761905
"WalkingDownstairs" 10 "TimeBodyGyroMagStd" -0.280382850552632
"WalkingDownstairs" 11 "TimeBodyGyroMagStd" -0.339349828493478
"WalkingDownstairs" 12 "TimeBodyGyroMagStd" -0.32045862629
"WalkingDownstairs" 13 "TimeBodyGyroMagStd" -0.236762631468085
"WalkingDownstairs" 14 "TimeBodyGyroMagStd" -0.0665144570666667
"WalkingDownstairs" 15 "TimeBodyGyroMagStd" -0.284249712071429
"WalkingDownstairs" 16 "TimeBodyGyroMagStd" -0.422315316808511
"WalkingDownstairs" 17 "TimeBodyGyroMagStd" -0.352687281086957
"WalkingDownstairs" 18 "TimeBodyGyroMagStd" -0.507995478327273
"WalkingDownstairs" 19 "TimeBodyGyroMagStd" 0.237821231894872
"WalkingDownstairs" 20 "TimeBodyGyroMagStd" -0.0305762438706667
"WalkingDownstairs" 21 "TimeBodyGyroMagStd" -0.388420328666667
"WalkingDownstairs" 22 "TimeBodyGyroMagStd" -0.263921983758333
"WalkingDownstairs" 23 "TimeBodyGyroMagStd" 0.0539972903222222
"WalkingDownstairs" 24 "TimeBodyGyroMagStd" -0.3636948774
"WalkingDownstairs" 25 "TimeBodyGyroMagStd" -0.38216092137931
"WalkingDownstairs" 26 "TimeBodyGyroMagStd" -0.296158291686
"WalkingDownstairs" 27 "TimeBodyGyroMagStd" -0.307952089840909
"WalkingDownstairs" 28 "TimeBodyGyroMagStd" -0.22448414468913
"WalkingDownstairs" 29 "TimeBodyGyroMagStd" -0.26740979843125
"WalkingDownstairs" 30 "TimeBodyGyroMagStd" -0.208267542032258
"Sitting" 1 "TimeBodyGyroMagStd" -0.934531840425532
"Sitting" 2 "TimeBodyGyroMagStd" -0.961313624130435
"Sitting" 3 "TimeBodyGyroMagStd" -0.925518103807692
"Sitting" 4 "TimeBodyGyroMagStd" -0.928898293
"Sitting" 5 "TimeBodyGyroMagStd" -0.931414810454545
"Sitting" 6 "TimeBodyGyroMagStd" -0.921259472727273
"Sitting" 7 "TimeBodyGyroMagStd" -0.898063314375
"Sitting" 8 "TimeBodyGyroMagStd" -0.953001632173913
"Sitting" 9 "TimeBodyGyroMagStd" -0.9066063206
"Sitting" 10 "TimeBodyGyroMagStd" -0.963064577592593
"Sitting" 11 "TimeBodyGyroMagStd" -0.959964488301887
"Sitting" 12 "TimeBodyGyroMagStd" -0.946769241568627
"Sitting" 13 "TimeBodyGyroMagStd" -0.963940591428571
"Sitting" 14 "TimeBodyGyroMagStd" -0.947081158333333
"Sitting" 15 "TimeBodyGyroMagStd" -0.963475074915254
"Sitting" 16 "TimeBodyGyroMagStd" -0.937942404637681
"Sitting" 17 "TimeBodyGyroMagStd" -0.97541025484375
"Sitting" 18 "TimeBodyGyroMagStd" -0.981372675614035
"Sitting" 19 "TimeBodyGyroMagStd" -0.950491807945205
"Sitting" 20 "TimeBodyGyroMagStd" -0.941069909848485
"Sitting" 21 "TimeBodyGyroMagStd" -0.971225061647059
"Sitting" 22 "TimeBodyGyroMagStd" -0.933268487096774
"Sitting" 23 "TimeBodyGyroMagStd" -0.937006097352941
"Sitting" 24 "TimeBodyGyroMagStd" -0.969257162647059
"Sitting" 25 "TimeBodyGyroMagStd" -0.970639125692308
"Sitting" 26 "TimeBodyGyroMagStd" -0.964742022307692
"Sitting" 27 "TimeBodyGyroMagStd" -0.970782132714286
"Sitting" 28 "TimeBodyGyroMagStd" -0.951065984027778
"Sitting" 29 "TimeBodyGyroMagStd" -0.971578024666667
"Sitting" 30 "TimeBodyGyroMagStd" -0.960641288225806
"Standing" 1 "TimeBodyGyroMagStd" -0.978690028679245
"Standing" 2 "TimeBodyGyroMagStd" -0.95394338037037
"Standing" 3 "TimeBodyGyroMagStd" -0.88212522147541
"Standing" 4 "TimeBodyGyroMagStd" -0.885144317678571
"Standing" 5 "TimeBodyGyroMagStd" -0.867041711785714
"Standing" 6 "TimeBodyGyroMagStd" -0.915891572982456
"Standing" 7 "TimeBodyGyroMagStd" -0.918438958867924
"Standing" 8 "TimeBodyGyroMagStd" -0.95322478962963
"Standing" 9 "TimeBodyGyroMagStd" -0.908291403111111
"Standing" 10 "TimeBodyGyroMagStd" -0.920486810227273
"Standing" 11 "TimeBodyGyroMagStd" -0.977071437446808
"Standing" 12 "TimeBodyGyroMagStd" -0.852271618032787
"Standing" 13 "TimeBodyGyroMagStd" -0.944980198421053
"Standing" 14 "TimeBodyGyroMagStd" -0.931426203833333
"Standing" 15 "TimeBodyGyroMagStd" -0.931286778679245
"Standing" 16 "TimeBodyGyroMagStd" -0.964105768461539
"Standing" 17 "TimeBodyGyroMagStd" -0.977680837435897
"Standing" 18 "TimeBodyGyroMagStd" -0.959797118082192
"Standing" 19 "TimeBodyGyroMagStd" -0.937951031506849
"Standing" 20 "TimeBodyGyroMagStd" -0.843683410273973
"Standing" 21 "TimeBodyGyroMagStd" -0.945614401797753
"Standing" 22 "TimeBodyGyroMagStd" -0.900776555555556
"Standing" 23 "TimeBodyGyroMagStd" -0.923796565588235
"Standing" 24 "TimeBodyGyroMagStd" -0.95310477884058
"Standing" 25 "TimeBodyGyroMagStd" -0.959884274324324
"Standing" 26 "TimeBodyGyroMagStd" -0.962653585540541
"Standing" 27 "TimeBodyGyroMagStd" -0.965693334
"Standing" 28 "TimeBodyGyroMagStd" -0.876917545696203
"Standing" 29 "TimeBodyGyroMagStd" -0.975358665384615
"Standing" 30 "TimeBodyGyroMagStd" -0.887247636779661
"Laying" 1 "TimeBodyGyroMagStd" -0.81901016976
"Laying" 2 "TimeBodyGyroMagStd" -0.961164053958333
"Laying" 3 "TimeBodyGyroMagStd" -0.954275110967742
"Laying" 4 "TimeBodyGyroMagStd" -0.947031781666667
"Laying" 5 "TimeBodyGyroMagStd" -0.958287921923077
"Laying" 6 "TimeBodyGyroMagStd" -0.920914497017544
"Laying" 7 "TimeBodyGyroMagStd" -0.918662459038462
"Laying" 8 "TimeBodyGyroMagStd" -0.932470764444444
"Laying" 9 "TimeBodyGyroMagStd" -0.8985578738
"Laying" 10 "TimeBodyGyroMagStd" -0.927471165517241
"Laying" 11 "TimeBodyGyroMagStd" -0.954713182807018
"Laying" 12 "TimeBodyGyroMagStd" -0.935725715833333
"Laying" 13 "TimeBodyGyroMagStd" -0.944687480967742
"Laying" 14 "TimeBodyGyroMagStd" -0.913433185882353
"Laying" 15 "TimeBodyGyroMagStd" -0.924043007638889
"Laying" 16 "TimeBodyGyroMagStd" -0.959020036285714
"Laying" 17 "TimeBodyGyroMagStd" -0.959325498732394
"Laying" 18 "TimeBodyGyroMagStd" -0.980560877846154
"Laying" 19 "TimeBodyGyroMagStd" -0.955906646506024
"Laying" 20 "TimeBodyGyroMagStd" -0.962153597941176
"Laying" 21 "TimeBodyGyroMagStd" -0.949289148
"Laying" 22 "TimeBodyGyroMagStd" -0.923911565972222
"Laying" 23 "TimeBodyGyroMagStd" -0.957227585972222
"Laying" 24 "TimeBodyGyroMagStd" -0.957829934722222
"Laying" 25 "TimeBodyGyroMagStd" -0.856017369726027
"Laying" 26 "TimeBodyGyroMagStd" -0.965676821973684
"Laying" 27 "TimeBodyGyroMagStd" -0.971915732837838
"Laying" 28 "TimeBodyGyroMagStd" -0.928940913375
"Laying" 29 "TimeBodyGyroMagStd" -0.977040093043478
"Laying" 30 "TimeBodyGyroMagStd" -0.951264441
"Walking" 1 "TimeBodyGyroJerkMagMean" -0.298703679084211
"Walking" 2 "TimeBodyGyroJerkMagMean" -0.547911950338983
"Walking" 3 "TimeBodyGyroJerkMagMean" -0.566135217931034
"Walking" 4 "TimeBodyGyroJerkMagMean" -0.6813040365
"Walking" 5 "TimeBodyGyroJerkMagMean" -0.444532485357143
"Walking" 6 "TimeBodyGyroJerkMagMean" -0.321290483140351
"Walking" 7 "TimeBodyGyroJerkMagMean" -0.300022779964912
"Walking" 8 "TimeBodyGyroJerkMagMean" -0.339129269583333
"Walking" 9 "TimeBodyGyroJerkMagMean" -0.510253995769231
"Walking" 10 "TimeBodyGyroJerkMagMean" -0.440363636603774
"Walking" 11 "TimeBodyGyroJerkMagMean" -0.63073270559322
"Walking" 12 "TimeBodyGyroJerkMagMean" -0.5174937754
"Walking" 13 "TimeBodyGyroJerkMagMean" -0.303508210175439
"Walking" 14 "TimeBodyGyroJerkMagMean" -0.519895046779661
"Walking" 15 "TimeBodyGyroJerkMagMean" -0.543979500555556
"Walking" 16 "TimeBodyGyroJerkMagMean" -0.671541834117647
"Walking" 17 "TimeBodyGyroJerkMagMean" -0.517167440655738
"Walking" 18 "TimeBodyGyroJerkMagMean" -0.636485896964286
"Walking" 19 "TimeBodyGyroJerkMagMean" -0.164699977592308
"Walking" 20 "TimeBodyGyroJerkMagMean" -0.194893253196078
"Walking" 21 "TimeBodyGyroJerkMagMean" -0.426930725
"Walking" 22 "TimeBodyGyroJerkMagMean" -0.461999528913043
"Walking" 23 "TimeBodyGyroJerkMagMean" 0.0115305410508475
"Walking" 24 "TimeBodyGyroJerkMagMean" -0.507824745862069
"Walking" 25 "TimeBodyGyroJerkMagMean" -0.678466069054054
"Walking" 26 "TimeBodyGyroJerkMagMean" -0.51239882559322
"Walking" 27 "TimeBodyGyroJerkMagMean" -0.562587199473684
"Walking" 28 "TimeBodyGyroJerkMagMean" -0.546248758518519
"Walking" 29 "TimeBodyGyroJerkMagMean" -0.506242118113208
"Walking" 30 "TimeBodyGyroJerkMagMean" -0.472068729846154
"WalkingUpstairs" 1 "TimeBodyGyroJerkMagMean" -0.59488286509434
"WalkingUpstairs" 2 "TimeBodyGyroJerkMagMean" -0.572816438541667
"WalkingUpstairs" 3 "TimeBodyGyroJerkMagMean" -0.658861401355932
"WalkingUpstairs" 4 "TimeBodyGyroJerkMagMean" -0.686978374423077
"WalkingUpstairs" 5 "TimeBodyGyroJerkMagMean" -0.47348816787234
"WalkingUpstairs" 6 "TimeBodyGyroJerkMagMean" -0.342895367921569
"WalkingUpstairs" 7 "TimeBodyGyroJerkMagMean" -0.661969771960784
"WalkingUpstairs" 8 "TimeBodyGyroJerkMagMean" -0.400664014146341
"WalkingUpstairs" 9 "TimeBodyGyroJerkMagMean" -0.672840561836735
"WalkingUpstairs" 10 "TimeBodyGyroJerkMagMean" -0.523462968510638
"WalkingUpstairs" 11 "TimeBodyGyroJerkMagMean" -0.757314813888889
"WalkingUpstairs" 12 "TimeBodyGyroJerkMagMean" -0.674972132307692
"WalkingUpstairs" 13 "TimeBodyGyroJerkMagMean" -0.631964902181818
"WalkingUpstairs" 14 "TimeBodyGyroJerkMagMean" -0.399921949557407
"WalkingUpstairs" 15 "TimeBodyGyroJerkMagMean" -0.663637117708333
"WalkingUpstairs" 16 "TimeBodyGyroJerkMagMean" -0.737705162156863
"WalkingUpstairs" 17 "TimeBodyGyroJerkMagMean" -0.637367490625
"WalkingUpstairs" 18 "TimeBodyGyroJerkMagMean" -0.781652689310345
"WalkingUpstairs" 19 "TimeBodyGyroJerkMagMean" -0.372790526575
"WalkingUpstairs" 20 "TimeBodyGyroJerkMagMean" -0.37192841627451
"WalkingUpstairs" 21 "TimeBodyGyroJerkMagMean" -0.577935642978723
"WalkingUpstairs" 22 "TimeBodyGyroJerkMagMean" -0.568111869047619
"WalkingUpstairs" 23 "TimeBodyGyroJerkMagMean" -0.504367150588235
"WalkingUpstairs" 24 "TimeBodyGyroJerkMagMean" -0.658751629152542
"WalkingUpstairs" 25 "TimeBodyGyroJerkMagMean" -0.777106026615385
"WalkingUpstairs" 26 "TimeBodyGyroJerkMagMean" -0.648099850181818
"WalkingUpstairs" 27 "TimeBodyGyroJerkMagMean" -0.699895090784314
"WalkingUpstairs" 28 "TimeBodyGyroJerkMagMean" -0.620279797647059
"WalkingUpstairs" 29 "TimeBodyGyroJerkMagMean" -0.617340803061225
"WalkingUpstairs" 30 "TimeBodyGyroJerkMagMean" -0.718780256769231
"WalkingDownstairs" 1 "TimeBodyGyroJerkMagMean" -0.295463843346939
"WalkingDownstairs" 2 "TimeBodyGyroJerkMagMean" -0.410872671489362
"WalkingDownstairs" 3 "TimeBodyGyroJerkMagMean" -0.508567577142857
"WalkingDownstairs" 4 "TimeBodyGyroJerkMagMean" -0.592843014888889
"WalkingDownstairs" 5 "TimeBodyGyroJerkMagMean" -0.39719562106383
"WalkingDownstairs" 6 "TimeBodyGyroJerkMagMean" -0.0829366854166667
"WalkingDownstairs" 7 "TimeBodyGyroJerkMagMean" -0.399229959148936
"WalkingDownstairs" 8 "TimeBodyGyroJerkMagMean" -0.126189142894737
"WalkingDownstairs" 9 "TimeBodyGyroJerkMagMean" -0.469028434047619
"WalkingDownstairs" 10 "TimeBodyGyroJerkMagMean" -0.401854311315789
"WalkingDownstairs" 11 "TimeBodyGyroJerkMagMean" -0.599294760652174
"WalkingDownstairs" 12 "TimeBodyGyroJerkMagMean" -0.442831079130435
"WalkingDownstairs" 13 "TimeBodyGyroJerkMagMean" -0.323552439276596
"WalkingDownstairs" 14 "TimeBodyGyroJerkMagMean" -0.275120883488889
"WalkingDownstairs" 15 "TimeBodyGyroJerkMagMean" -0.509466648095238
"WalkingDownstairs" 16 "TimeBodyGyroJerkMagMean" -0.590896636382979
"WalkingDownstairs" 17 "TimeBodyGyroJerkMagMean" -0.540325787826087
"WalkingDownstairs" 18 "TimeBodyGyroJerkMagMean" -0.701663073636364
"WalkingDownstairs" 19 "TimeBodyGyroJerkMagMean" 0.0875816618205128
"WalkingDownstairs" 20 "TimeBodyGyroJerkMagMean" -0.268183423577778
"WalkingDownstairs" 21 "TimeBodyGyroJerkMagMean" -0.452828682444444
"WalkingDownstairs" 22 "TimeBodyGyroJerkMagMean" -0.459579670833333
"WalkingDownstairs" 23 "TimeBodyGyroJerkMagMean" -0.0463117766203704
"WalkingDownstairs" 24 "TimeBodyGyroJerkMagMean" -0.497152238363636
"WalkingDownstairs" 25 "TimeBodyGyroJerkMagMean" -0.664713625172414
"WalkingDownstairs" 26 "TimeBodyGyroJerkMagMean" -0.4187798104
"WalkingDownstairs" 27 "TimeBodyGyroJerkMagMean" -0.440546586136364
"WalkingDownstairs" 28 "TimeBodyGyroJerkMagMean" -0.340417305565217
"WalkingDownstairs" 29 "TimeBodyGyroJerkMagMean" -0.539174456458333
"WalkingDownstairs" 30 "TimeBodyGyroJerkMagMean" -0.574337006451613
"Sitting" 1 "TimeBodyGyroJerkMagMean" -0.991976341276596
"Sitting" 2 "TimeBodyGyroJerkMagMean" -0.991081493913043
"Sitting" 3 "TimeBodyGyroJerkMagMean" -0.977998051923077
"Sitting" 4 "TimeBodyGyroJerkMagMean" -0.9804904618
"Sitting" 5 "TimeBodyGyroJerkMagMean" -0.973848287045455
"Sitting" 6 "TimeBodyGyroJerkMagMean" -0.962929227818182
"Sitting" 7 "TimeBodyGyroJerkMagMean" -0.981665122291667
"Sitting" 8 "TimeBodyGyroJerkMagMean" -0.991807428043478
"Sitting" 9 "TimeBodyGyroJerkMagMean" -0.9733641366
"Sitting" 10 "TimeBodyGyroJerkMagMean" -0.993707487592593
"Sitting" 11 "TimeBodyGyroJerkMagMean" -0.989519031132076
"Sitting" 12 "TimeBodyGyroJerkMagMean" -0.980392337647059
"Sitting" 13 "TimeBodyGyroJerkMagMean" -0.992604304489796
"Sitting" 14 "TimeBodyGyroJerkMagMean" -0.988317606666667
"Sitting" 15 "TimeBodyGyroJerkMagMean" -0.992188893898305
"Sitting" 16 "TimeBodyGyroJerkMagMean" -0.992444606231884
"Sitting" 17 "TimeBodyGyroJerkMagMean" -0.996334795
"Sitting" 18 "TimeBodyGyroJerkMagMean" -0.994873439824561
"Sitting" 19 "TimeBodyGyroJerkMagMean" -0.989450316575342
"Sitting" 20 "TimeBodyGyroJerkMagMean" -0.983010276060606
"Sitting" 21 "TimeBodyGyroJerkMagMean" -0.990307349882353
"Sitting" 22 "TimeBodyGyroJerkMagMean" -0.98547603483871
"Sitting" 23 "TimeBodyGyroJerkMagMean" -0.986514066029412
"Sitting" 24 "TimeBodyGyroJerkMagMean" -0.991306424705882
"Sitting" 25 "TimeBodyGyroJerkMagMean" -0.99286465
"Sitting" 26 "TimeBodyGyroJerkMagMean" -0.994466446282051
"Sitting" 27 "TimeBodyGyroJerkMagMean" -0.994034710714286
"Sitting" 28 "TimeBodyGyroJerkMagMean" -0.981213159305556
"Sitting" 29 "TimeBodyGyroJerkMagMean" -0.995392308166667
"Sitting" 30 "TimeBodyGyroJerkMagMean" -0.993737388225806
"Standing" 1 "TimeBodyGyroJerkMagMean" -0.994966790566038
"Standing" 2 "TimeBodyGyroJerkMagMean" -0.983951904259259
"Standing" 3 "TimeBodyGyroJerkMagMean" -0.962339339672131
"Standing" 4 "TimeBodyGyroJerkMagMean" -0.967614073928571
"Standing" 5 "TimeBodyGyroJerkMagMean" -0.958405900892857
"Standing" 6 "TimeBodyGyroJerkMagMean" -0.963406222982456
